"Project Identifier","Group","Identifier","Title","PI","Requester","Lead Analyst","Analyst","Status","Assistance Type","Expertise","Submission Date","COVID-19 Related"
"CCBR-679","CCBR","679","Microarray ECCE samples","Udai Kammula","Abhishek Srivastava","Parthav Jailwala","--","Completed","Data Analysis","Microarray","Jan 13, 2016","No"
"CCBR-494","CCBR","494","Regulation of localized RNAs by Fus and TDP-43 mutants","Stavroula Mili","Stavroula Mili","Manjula Kasoji","--","Completed","Data Analysis","Bulk RNA-seq","Jan 12, 2016","No"
"CCBR-675","CCBR","675","Mouse liver cancer","Zhi ming Zheng","Vladimir Majerciak","Alexei Lobanov","--","Completed","Data Analysis","Bulk RNA-seq","Jan 07, 2016","No"
"CCBR-674","CCBR","674","pNET","Electron Kebebew","Xavier Keutgen","Richard Finney","--","Completed","Data Analysis","Bulk RNA-seq","Jan 06, 2016","No"
"CCBR-673","CCBR","673","CNKSR2 in K-Ras oncogenesis","Deborah Morrison","Konstadinos Moissoglu","Ying Hu","--","Re Assigned","Data Analysis","Data Mining/Management/Integration","Jan 05, 2016","No"
"CCBR-642","CCBR","642","PUGNac Chip-Seq in BJABS","Brian Lewis","Brian Lewis","Bong-hyun Kim","--","Completed","Data Analysis","ChIP-Seq","Jan 04, 2016","No"
"CCBR-668","CCBR","668","Influence of Substrate Rigidity on Cellular RNA Levels","Joel Schneider","Scott Medina","Margaret Cam","--","Completed","Data Analysis","Microarray","Dec 04, 2015","No"
"CCBR-666","CCBR","666","Loss of Casz1 effect on gene transcription in Th17 cells","Carol Thiele","Zhihui Liu","Ying Hu","--","Re Assigned","Data Analysis","Bulk RNA-seq","Nov 24, 2015","No"
"CCBR-628","CCBR","628","Molecular Subtyping of CCA Subjects in Thai Population","Xin Wang","Jittiporn Chaisaingmongkol","Margaret Cam","--","Completed","Data Analysis","Bulk RNA-seq","Nov 23, 2015","No"
"CCBR-665","CCBR","665","Genomic characteristics of radiation resistance tumros","Deborah Citrin","Deborah Citrin","--","--","Cancelled","Data Analysis","Whole Exome Sequencing","Nov 16, 2015","No"
"CCBR-681","CCBR","681","GWAS Analysis of TCGA THCA germline data","Electron Kebebew","Sudheer Gara","--","--","Cancelled","Data Analysis","Other","Nov 13, 2015","No"
"CCBR-662","CCBR","662","Franca Aiello","Scott Durum","Julie Hixon","Thomas Meyer","--","Completed","Data Analysis","Bulk RNA-seq","Oct 13, 2015","No"
"CCBR-661","CCBR","661","29samp_WES","Electron Kebebew","Sudheer Gara","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Oct 13, 2015","No"
"CCBR-660","CCBR","660","Crispr Screen Tumor resistance to T cell cytotoxicity","Nicholas Restifo","Shashankkumar Patel","Anand Merchant","--","Completed","Data Analysis","Other","Oct 06, 2015","No"
"CCBR-659","CCBR","659","Gamma Delta T-cel lymphomas (GD TCL) - gene expression","Mark Raffeld","Alina Nicolae","Margaret Cam","--","Completed","Data Analysis","Other","Oct 05, 2015","No"
"CCBR-656","CCBR","656","CSAS #17698","Scott Durum","Julie Hixon","Anand Merchant","--","Completed","Data Analysis","Microarray","Oct 05, 2015","No"
"CCBR-655","CCBR","655","LLC cells lung metastasis in Scgb3a2-KO mice","Shioko Kimura","Shioko Kimura","--","--","Completed","Data Analysis","Bulk RNA-seq","Oct 02, 2015","No"
"CCBR-654","CCBR","654","Role of long non-coding RNAs in Colorectal cancer","Ashish Lal","Ashish Lal","Fathi Elloumi","--","Completed","Data Analysis","Data Mining/Management/Integration","Sep 29, 2015","No"
"CCBR-653","CCBR","653","Methylation data analysis","Mark Gilbert","Aiguo Li","Ying Hu","--","Re Assigned","Data Analysis","Other","Sep 11, 2015","No"
"CCBR-652","CCBR","652","isomiRs in lung cancer","Brid Ryan","Brid Ryan","David Wheeler","--","Completed","Data Analysis","Bulk RNA-seq","Sep 03, 2015","No"
"CCBR-651","CCBR","651","Telomere-B cells","Andre Nussenzweig","Andre Stanlie","Bong-hyun Kim","--","Completed","Data Analysis","ChIP-Seq","Aug 21, 2015","No"
"CCBR-650","CCBR","650","WHI Proposal","Cheryl Winkler","Randall Johnson","Randall Johnson","--","Completed","Experimental Design","Other","Aug 20, 2015","No"
"CCBR-648","CCBR","648","CTC prostate","David Vanderweele","David Vanderweele","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Aug 18, 2015","No"
"CCBR-647","CCBR","647","Multiregion Prostate","David Vanderweele","David Vanderweele","Richard Finney","--","Completed","Data Analysis","Whole Exome Sequencing","Aug 17, 2015","No"
"CCBR-643","CCBR","643","GATA2 BM Microarray","Terry Fry","Lisa Mcreynolds","Parthav Jailwala","--","Completed","Data Analysis","Microarray","Aug 15, 2015","No"
"CCBR-641","CCBR","641","Chien_array_001","Terry Fry","Christopher Chien","Bong-hyun Kim","--","Completed","Data Analysis","Microarray","Aug 10, 2015","No"
"CCBR-638","CCBR","638","Regulation of localized RNAs-fibroblast cells","Stavroula Mili","Stavroula Mili","Margaret Cam","--","Completed","Data Analysis","Bulk RNA-seq","Aug 07, 2015","No"
"CCBR-636","CCBR","636","Study the CAR T cell exhaustion from the tumor bearing mice","Terry Fry","Haiying Qin","Bong-hyun Kim","--","Completed","Data Analysis","Microarray","Aug 05, 2015","No"
"CCBR-635","CCBR","635","Role of Id1 in hematopoietic stem cells maintenance","Jonathan Keller","Satyendra Singh","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Aug 04, 2015","No"
"CCBR-634","CCBR","634","LncRNA on RT-PCR array","Electron Kebebew","Li Jia","Li Jia","--","Completed","Other","Microarray","Aug 03, 2015","No"
"CCBR-632","CCBR","632","PacBio sequence analysis for FLCN genomic region","William Linehan","Laura Schmidt","Justin Lack","--","Completed","Data Analysis","Other","Jul 30, 2015","No"
"CCBR-631","CCBR","631","Mouse papilloma RNA-seq","Zhi ming Zheng","Zhi ming Zheng","Bong-hyun Kim","Alexei Lobanov","Completed","Data Analysis","Bulk RNA-seq","Jul 29, 2015","No"
"CCBR-630","CCBR","630","Identification of Epigenetic druggable targets in Neuroblastoma","Carol Thiele","Veronica Veschi","Ying Hu","--","Re Assigned","Data Analysis","Bulk RNA-seq","Jul 23, 2015","No"
"CCBR-629","CCBR","629","2DG Effects on Transcription","Daniel Mcvicar","Daniel Mcvicar","Ying Hu","--","Re Assigned","Data Analysis","Microarray","Jul 23, 2015","No"
"CCBR-627","CCBR","627","Gene expression analysis of chronic graft-versus-host disease patients","Frances Hakim","Lauren Curtis","Anand Merchant","--","Completed","Experimental Design","Microarray","Jul 21, 2015","No"
"CCBR-626","CCBR","626","RNA sequencing for urinary exosomal RNA from Bladder Cancer patients and normal volunteers","Piyush Agarwal","Reema sunil Railkar","Ying Hu","--","Re Assigned","Data Analysis","Bulk RNA-seq","Jul 20, 2015","No"
"CCBR-625","CCBR","625","RNA-seq of ras isoform cells","Stuart Yuspa","Luowei Li","Parthav Jailwala","--","Completed","Training","Bulk RNA-seq","Jul 20, 2015","No"
"CCBR-616","CCBR","616","Sulforaphane effects on triple-negative breast cancer","David Salomon","Nadia Pereira de Castro","Anand Merchant","--","Completed","Data Analysis","Other","Jul 20, 2015","No"
"CCBR-624","CCBR","624","HeLa PUGNAc Differential Expression Analysis","Brian Lewis","Brian Lewis","Bong-hyun Kim","--","Completed","Data Analysis","Microarray","Jul 13, 2015","No"
"CCBR-623","CCBR","623","microRNA-mRNA Networks in Thoracic Tumors","Chuong Hoang","Anand Singh","Anand Merchant","--","Completed","Data Analysis","Data Mining/Management/Integration","Jul 13, 2015","No"
"CCBR-622","CCBR","622","Autoimmune Antibody Mapping","Howard Young","Anand Merchant","Anand Merchant","--","Completed","Data Analysis","Other","Jul 10, 2015","No"
"CCBR-621","CCBR","621","ACC-Mets","Electron Kebebew","Sudheer Gara","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Jul 09, 2015","No"
"CCBR-620","CCBR","620","RNAseq in embryonic skin of Shh, fgf20, edar mutant mice","Isaac Brownell","Ying Xiao","Margaret Cam","--","Completed","Data Analysis","Bulk RNA-seq","Jul 09, 2015","No"
"CCBR-476","CCBR","476","Methylation analysis on AIDS and COPD","Cheryl Winkler","Sophie Limou","George Nelson","--","Completed","Data Analysis","Other","Jul 09, 2015","No"
"CCBR-619","CCBR","619","Analyzing public microarray data for Merkel cell carcinoma","Isaac Brownell","Isaac Brownell","Manjula Kasoji","--","Completed","Training","Microarray","Jul 07, 2015","No"
"CCBR-617","CCBR","617","miR target GSEA and pathway analysis","Vanja Lazarevic","Ian McWilliams","Manjula Kasoji","--","Completed","Data Analysis","Data Mining/Management/Integration","Jul 02, 2015","No"
"CCBR-615","CCBR","615","Whole Exome Sequencing in cell lines with HABP2 mutations","Electron Kebebew","Sudheer Gara","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Jun 22, 2015","No"
"CCBR-614","CCBR","614","CSAS 17356","Susan Bates","Agnes Basseville","Manjula Kasoji","--","Completed","Training","Microarray","Jun 18, 2015","No"
"CCBR-612","CCBR","612","Whole Exome Sequencing in patients with thyroid cancer","Electron Kebebew","Sudheer Gara","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Jun 11, 2015","No"
"CCBR-942","CCBR","942","Same as CCBR-616","David Salomon","Nadia Pereira de Castro","Anand Merchant","--","Completed","Data Analysis","Other","May 20, 2015","No"
"CCBR-611","CCBR","611","HY CAR4 CAR8","Terry Fry","Yinmeng Yang","Ying Hu","--","Re Assigned","Experimental Design","Microarray","May 12, 2015","No"
"CCBR-601","CCBR","601","Differential Response to Hepatitis C Treatment with IFN and oral agents","David Kleiner","Marc Ghany","Margaret Cam","--","Completed","Data Analysis","Microarray","May 12, 2015","No"
"CCBR-598","CCBR","598","Mamomics Datasharing Initiative","Lalage Wakefield","Lalage Wakefield","Sean Davis","--","Re Assigned","Other","Other","May 11, 2015","No"
"CCBR-607","CCBR","607","AZD9150 for mouse xenograft tumor","Carol Thiele","Seiichi Odate","Margaret Cam","--","Completed","Data Analysis","Microarray","May 01, 2015","No"
"CCBR-606","CCBR","606","Treml4 in macrophage Biology","Daniel Mcvicar","Daniel Mcvicar","Fathi Elloumi","--","Completed","Data Analysis","Bulk RNA-seq","Apr 30, 2015","No"
"CCBR-605","CCBR","605","DNA microarray data analysis for KDM5D target genes","Piyush Agarwal","Ia-wen Hsu","Margaret Cam","--","Completed","Data Analysis","Microarray","Apr 27, 2015","No"
"CCBR-604","CCBR","604","Analysis of Germline variants in Kidney Cancer","William Linehan","Michael Nickerson","Fathi Elloumi","--","Completed","Data Analysis","Whole Exome Sequencing;Data Mining/Management/Integration","Apr 23, 2015","No"
"CCBR-602","CCBR","602","gene profile in activate CAR-T with incorporate with different co- stimulatory","Crystal Mackall","Ling Zhang","Manjula Kasoji","--","Completed","Data Analysis","Microarray","Apr 21, 2015","No"
"CCBR-599","CCBR","599","Molecular signatures of mutant p53 in CRC","Curtis Harris","Tomer Cooks","Manjula Kasoji","--","Completed","Data Analysis","Microarray","Apr 20, 2015","No"
"CCBR-596","CCBR","596","Function of Id2 in Hematopoietic Stem Cells","Jonathan Keller","Lei Sun","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Apr 16, 2015","No"
"CCBR-595","CCBR","595","miRNA expression and TRAIL sensitivity in breast cancer cells","Stanley Lipkowitz","Stanley Lipkowitz","Anand Merchant","--","Completed","Data Analysis","Bulk RNA-seq","Apr 14, 2015","No"
"CCBR-589","CCBR","589","Identification of the gene for familial renal oncocytoma","William Linehan","Berton Zbar","Li Jia","--","Completed","Data Analysis","Other","Apr 03, 2015","No"
"CCBR-579","CCBR","579","Analysis of RNA-Binding Proteins","Zhi ming Zheng","Junfen Xu","Margaret Cam","--","Completed","Other","Other","Apr 02, 2015","No"
"CCBR-582","CCBR","582","Chip-Seq analysis, Staphylococcus aureus","Kumaran Ramamurthi","Kumaran Ramamurthi","Parthav Jailwala","--","Completed","Data Analysis","ChIP-Seq","Mar 31, 2015","No"
"CCBR-580","CCBR","580","EILP Analysis","Avinash Bhandoola","Margaret Cam","Margaret Cam","--","Completed","Data Analysis","Microarray","Mar 30, 2015","No"
"CCBR-577","CCBR","577","Redirected HIV integration (HIT-seq)","Stephen Hughes","Stephen Hughes","Richard Finney","--","Completed","Data Analysis","Other","Mar 26, 2015","No"
"CCBR-575","CCBR","575","RNA binding protein project 1","Xin Wang","Hien Dang","Cu Nguyen","--","Re Assigned","Data Analysis","Other","Mar 18, 2015","No"
"CCBR-574","CCBR","574","Rbfox1 HITS-CLIP and NTRK2","Lino Tessarollo","Francesco Tomassoni Ardori","Qingrong Chen","--","Re Assigned","Data Analysis","Other","Mar 13, 2015","No"
"CCBR-578","CCBR","578","Germline Analysis of Family L (FNMTC)","Electron Kebebew","Shweta Kotian","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Mar 10, 2015","No"
"CCBR-570","CCBR","570","Effect of ORF57 expression in HeLa Cells","Zhi ming Zheng","Nishi Sharma","Margaret Cam","--","Completed","Data Analysis","Microarray","Mar 04, 2015","No"
"CCBR-581","CCBR","581","HLA-KIR association with AIDS in Mexican Cohort","Mary Carrington","George Nelson","George Nelson","--","Completed","Data Analysis","Other","Mar 03, 2015","No"
"CCBR-572","CCBR","572","Transcriptome analysis of two stem cell populations (luminal and basal)","Kathleen Siebenlist","Supreet Agarwal","Margaret Cam","--","Completed","Data Analysis","Bulk RNA-seq","Feb 13, 2015","No"
"CCBR-571","CCBR","571","Transcriptome analysis of cell lines (WT and TMPRSS2-ERG)","Kathleen Siebenlist","Lei Fang","Fathi Elloumi","--","Completed","Data Analysis","Bulk RNA-seq","Feb 13, 2015","No"
"CCBR-568","CCBR","568","Differences between intact and castrated cell lines","Kathleen Siebenlist","Supreet Agarwal","Fathi Elloumi","--","Completed","Data Analysis","Bulk RNA-seq","Feb 13, 2015","No"
"CCBR-592","CCBR","592","NPHS2 and SRNS in Durban, SA","Cheryl Winkler","Cheryl Winkler","George Nelson","--","Completed","Data Analysis","Other","Feb 10, 2015","No"
"CCBR-565","CCBR","565","Gene expression analysis of Kras-induced lung cancer","Shioko Kimura","Shioko Kimura","--","--","Completed","Data Analysis","Bulk RNA-seq","Feb 03, 2015","No"
"CCBR-586","CCBR","586","Rainfall Plot Package","Michael Dean","Michael Dean","Randall Johnson","--","Completed","Other","Other","Jan 21, 2015","No"
"CCBR-457","CCBR","457","To identify the spontaneous mutations in Rb tumor suppression inactivated mouse model which lead to High Grade Astrocytoma formationProject Name","Terry Van Dyke","Amit Adhikari","Parthav Jailwala","--","Completed","Data Analysis","Whole Exome Sequencing","Jan 12, 2015","No"
"CCBR-482","CCBR","482","Identification of epigenetic modifiers of neuroblastoma","Carol Thiele","Deblina Banerjee","Bong-hyun Kim","--","Completed","Data Analysis","ChIP-Seq","Jan 06, 2015","No"
"CCBR-488","CCBR","488","To investigate the impact of Dnmt3b on gene expression.","Li Yang","Li Yang","George Nelson","--","Completed","Data Analysis","Data Mining/Management/Integration;Other;ChIP-Seq;Bulk RNA-seq","Jan 05, 2015","No"
"CCBR-402","CCBR","402","Differences and similarities of the FVB and Balb/c mice mammary glands","Robert Callahan","Ahmed Raafat","Fathi Elloumi","--","Completed","Data Analysis","Microarray","Jan 05, 2015","No"
"CCBR-554","CCBR","554","The impact of myeloid-specific TGF-_ signaling on tumor cells during metastatic progression","Li Yang","Jae young So","Anand Merchant","--","Completed","Data Analysis","Bulk RNA-seq","Dec 18, 2014","No"
"CCBR-573","CCBR","573","SMART Study","Cheryl Winkler","Sophie Limou","George Nelson","--","Completed","Data Analysis","Data Mining/Management/Integration","Dec 17, 2014","No"
"CCBR-587","CCBR","587","SNP Correlation","Mary Carrington","Mary Carrington","Randall Johnson","--","Completed","Data Analysis","Data Mining/Management/Integration","Dec 15, 2014","No"
"CCBR-553","CCBR","553","Tpl2/Ras Interactions","Jonathan Wiest","Jonathan Wiest","Qingrong Chen","--","Re Assigned","Data Analysis","Microarray","Dec 08, 2014","No"
"CCBR-541","CCBR","541","CGVHD Salivary proteomics project","Ronald Gress","Frances Hakim","Manjula Kasoji","--","Completed","Data Analysis","Other","Nov 30, 2014","No"
"CCBR-550","CCBR","550","Effect of BRD4 HAT activity on nucleosome occupancy","Dinah Singer","Devaiah Ballachanda","Qingrong Chen","--","Re Assigned","Data Analysis","Other","Nov 26, 2014","No"
"CCBR-549","CCBR","549","Human Homologs of Cohesin Genes","Munira Basrai","Munira Basrai","Anand Merchant","--","Completed","Data Analysis","Data Mining/Management/Integration","Nov 24, 2014","No"
"CCBR-548","CCBR","548","Murine Leukemia Escape","Terry Fry","Elad Jacoby","Margaret Cam","--","Completed","Data Analysis","Microarray","Nov 19, 2014","No"
"CCBR-519","CCBR","519","Whole Exome Sequencing of FNMTC patient germline DNA","Electron Kebebew","Sudheer Gara","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Nov 14, 2014","No"
"CCBR-546","CCBR","546","RNA-seq analysis of TCF1 deleted T cell precursors","Avinash Bhandoola","Christelle Harly","Margaret Cam","--","Completed","Data Analysis","Bulk RNA-seq","Nov 13, 2014","No"
"CCBR-545","CCBR","545","USP21 function in tumors","Philipp Oberdoerffer","Philipp Oberdoerffer","Qingrong Chen","--","Re Assigned","Data Analysis","Data Mining/Management/Integration","Nov 11, 2014","No"
"CCBR-544","CCBR","544","Spatial RNA Interactomes","Stavroula Mili","Stavroula Mili","Manjula Kasoji","--","Completed","Data Analysis","Bulk RNA-seq","Nov 04, 2014","No"
"CCBR-543","CCBR","543","NGP and endotoxin response","Pengnian Lin","Pengnian Lin","Ajeet Mandal","--","Completed","Data Analysis","Microarray","Oct 31, 2014","No"
"CCBR-521","CCBR","521","miRNA expression profiling in thyroid cancer","Electron Kebebew","Xavier Keutgen","Li Jia","--","Completed","Data Analysis","Microarray","Oct 28, 2014","No"
"CCBR-542","CCBR","542","Differential RNA expression analysis of disruption of O-GlcNAcylation","Brian Lewis","Brian Lewis","Qingrong Chen","--","Re Assigned","Data Analysis","Microarray","Oct 24, 2014","No"
"CCBR-540","CCBR","540","Germ line Mutation frequency of a target gene","Electron Kebebew","Sudheer Gara","Margaret Cam","David Wheeler","Completed","Data Analysis","Data Mining/Management/Integration","Oct 20, 2014","No"
"CCBR-538","CCBR","538","Epigenetic features of retained introns","Shalini Oberdoerffer","Shalini Oberdoerffer","Li Jia","--","Completed","Data Analysis","Other","Oct 16, 2014","No"
"CCBR-536","CCBR","536","The Role of BRD4 Enzymatic Activity in Gene Expression","Dinah Singer","Chanelle Borden","Qingrong Chen","--","Re Assigned","Data Analysis","Bulk RNA-seq","Oct 10, 2014","No"
"CCBR-533","CCBR","533","Data mining for CIP","Daniel Mcvicar","Daniel Mcvicar","Fathi Elloumi","--","Completed","Data Analysis","Data Mining/Management/Integration","Sep 29, 2014","No"
"CCBR-532","CCBR","532","BA strain analysis","Susan Gottesman","Nadim Majdalani","Qingrong Chen","--","Re Assigned","Data Analysis","Other","Sep 22, 2014","No"
"CCBR-527","CCBR","527","Genome-wide expression analysis in HGPS cells treated with antisense oligonucleotides","Thomas Misteli","Madaiah Puttaraju","Manjula Kasoji","--","Completed","Data Analysis","Bulk RNA-seq","Sep 11, 2014","No"
"CCBR-597","CCBR","597","The frequency of MEN1 mutations in familial cancer","Electron Kebebew","Sudheer Gara","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Sep 09, 2014","No"
"CCBR-534","CCBR","534","Analysis on Target exome sequencing data","Electron Kebebew","Mei He","Li Jia","--","Completed","Data Analysis","Whole Exome Sequencing","Sep 09, 2014","No"
"CCBR-518","CCBR","518","Differences in metastatic biology of FTC 133 and FTC 236: genotype-phenotype correlation","Electron Kebebew","Electron Kebebew","Chunhua Yan","--","Re Assigned","Data Analysis","Microarray","Sep 08, 2014","No"
"CCBR-522","CCBR","522","Discovering two classes of Shh target genes","Susan Mackem","Jianjian Zhu","Anand Merchant","--","Completed","Data Analysis","Data Mining/Management/Integration;Microarray","Aug 14, 2014","No"
"CCBR-524","CCBR","524","Metabolic correlate to Array data","Daniel Mcvicar","Daniel Mcvicar","Chunhua Yan","--","Re Assigned","Data Analysis","Microarray","Aug 11, 2014","No"
"CCBR-510","CCBR","510","Gene expression analysis for human Gene ST 2.0 array","Electron Kebebew","Electron Kebebew","Chunhua Yan","--","Re Assigned","Data Analysis","Microarray","Aug 01, 2014","No"
"CCBR-517","CCBR","517","The Role of BRD4 Transcription Elongation and Pausing","Dinah Singer","Chanelle Borden","Qingrong Chen","--","Re Assigned","Data Analysis","ChIP-Seq","Jul 30, 2014","No"
"CCBR-528","CCBR","528","CCRIFX_471 extension","Ding Jin","Ding Jin","Chunhua Yan","--","Re Assigned","Data Analysis","Microarray","Jul 25, 2014","No"
"CCBR-516","CCBR","516","Rbfox1-Heart-RNAseq","Lino Tessarollo","Francesco Tomassoni Ardori","Skyler Kuhn","--","Completed","Data Analysis","Bulk RNA-seq","Jul 25, 2014","No"
"CCBR-511","CCBR","511","Analysis of gene expression results of 6 Follicular Carcinoma cell lines run on Affymetrix GeneChip Human Gene 2.0 ST array","Electron Kebebew","Electron Kebebew","Chunhua Yan","--","Re Assigned","Data Analysis","Microarray","Jul 25, 2014","No"
"CCBR-512","CCBR","512","TEPP46 Transcriptomics","Daniel Mcvicar","Daniel Mcvicar","Chunhua Yan","--","Re Assigned","Data Analysis","Microarray","Jul 23, 2014","No"
"CCBR-585","CCBR","585","MSI Inference","Michael Dean","Michael Nickerson","Randall Johnson","--","Completed","Data Analysis","Data Mining/Management/Integration","Jul 14, 2014","No"
"CCBR-509","CCBR","509","Transcriptome alterations resulting from spontaneous mutations that leads to progression of low grade to high grade Astrocytoma","Terry Van Dyke","Amit Adhikari","Parthav Jailwala","--","Completed","Data Analysis","Bulk RNA-seq","Jul 03, 2014","No"
"CCBR-503","CCBR","503","Manuscript support for CCRIFX-393","Peter Johnson","Peter Johnson","Parthav Jailwala","--","Completed","Data Analysis","Microarray;ChIP-Seq","Jun 24, 2014","No"
"CCBR-501","CCBR","501","Targeted next-generation DNA sequencing of microRNA loci in lung cancer","Brid Ryan","Brid Ryan","Qingrong Chen","--","Re Assigned","Data Analysis","Whole Exome Sequencing","Jun 18, 2014","No"
"CCBR-500","CCBR","500","Molecular predictors of stroke in mice and humans","Li Yang","Mary Hollander","Anand Merchant","--","Completed","Data Analysis","Data Mining/Management/Integration;Other","Jun 16, 2014","No"
"CCBR-499","CCBR","499","Genomic Characterization of GEM GBM","Terry Van Dyke","Yurong Song","Abdalla Abdelmaksoud","--","Completed","Data Analysis","Whole Exome Sequencing;Other;Data Mining/Management/Integration","Jun 10, 2014","No"
"CCBR-496","CCBR","496","Zbtb1 function in T-cell development","Damian Kovalovsky","Damian Kovalovsky","Anand Merchant","--","Completed","Data Analysis","Bulk RNA-seq","Jun 09, 2014","No"
"CCBR-485","CCBR","485","Histone Demethylases","Remy Bosselut","Remy Bosselut","Margaret Cam","--","Completed","Data Analysis","ChIP-Seq","Apr 29, 2014","No"
"CCBR-483","CCBR","483","Wnt3a regulated transcriptomes in embryos and ES cells (ChIPseq)","Terence Yamaguchi","Mark Kennedy","Parthav Jailwala","--","Completed","Data Analysis","ChIP-Seq","Apr 23, 2014","No"
"CCBR-481","CCBR","481","Exome sequencing of MonoMAC patients & families who lack a GATA2 mutation","Dennis Hickstein","Robert West","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Apr 17, 2014","No"
"CCBR-479","CCBR","479","RNAseq analyses of gene expression in wildtype and mutant mouse regulatory cells.","Remy Bosselut","Andrea Bohrer","Margaret Cam","--","Completed","Data Analysis","Bulk RNA-seq","Apr 03, 2014","No"
"CCBR-566","CCBR","566","Same as CCBR-483","Terence Yamaguchi","Ravindra Chalamalasetty","Parthav Jailwala","--","Completed","Data Analysis","Bulk RNA-seq","Mar 07, 2014","No"
"CCBR-551","CCBR","551","Manually cloned for Anand's publication with Caplen et al.","Natasha Caplen","Natasha Caplen","Anand Merchant","--","Completed","Data Analysis","Bulk RNA-seq","Mar 03, 2014","No"
"CCBR-472","CCBR","472","Analysis of drug-resistant lung tumors from EGFR transgenic mice","Terry Van Dyke","Terry van Dyke","Chunhua Yan","--","Re Assigned","Data Analysis","Bulk RNA-seq","Feb 27, 2014","No"
"CCBR-471","CCBR","471","Mice macrophages infected by H. pylori","Ding Jin","Ding Jin","Chunhua Yan","--","Re Assigned","Data Analysis","Microarray","Feb 25, 2014","No"
"CCBR-469","CCBR","469","Tumor plasticity in the background of chronic inflammation","Snorri Thorgeirsson","Matthias Matter","Fathi Elloumi","--","Completed","Data Analysis","Microarray","Feb 19, 2014","No"
"CCBR-461","CCBR","461","NK Cell RNA Seq","Daniel Mcvicar","Stephen Anderson","Margaret Cam","--","Completed","Data Analysis","Bulk RNA-seq","Jan 08, 2014","No"
"CCBR-588","CCBR","588","Autism / HLA association","Randall Johnson","Randall Johnson","Randall Johnson","--","Completed","Data Analysis","Data Mining/Management/Integration","Nov 14, 2013","No"
"CCBR-446","CCBR","446","Ocular Melanoma Exomic Sequencing","Udai Kammula","Daniel Stephens","Parthav Jailwala","--","Completed","Data Analysis","Whole Exome Sequencing","Oct 17, 2013","No"
"CCBR-927","CCBR","927","Project to hold the second publication for CCBR-442","William Bonner","Sossou Weyemi","Parthav Jailwala","--","Completed","Data Analysis","Microarray","Sep 25, 2013","No"
"CCBR-442","CCBR","442","Genome wide expression of H2AX-deficient or H2AX-knockout cells lines (related to Project #230 )","William Bonner","Sossou Weyemi","Parthav Jailwala","--","Completed","Data Analysis","Microarray","Sep 25, 2013","No"
"CCBR-563","CCBR","563","KSHV Analysis","Denise Whitby","Maria nazzarena Labo","George Nelson","--","Completed","Data Analysis","Whole Exome Sequencing","Aug 13, 2013","No"
"CCBR-682","CCBR","682","HIVAN and APOL1 risk alleles in Johannesburg, SA","Cheryl Winkler","Cheryl Winkler","George Nelson","--","Completed","Data Analysis","Other","May 09, 2013","No"
"CCBR-372","CCBR","372","Transcriptomics in MCF-7 cells with and without CEBPD knockdown","Gisela Sterneck","Daniel Mendoza","Anand Merchant","--","Completed","Data Analysis","Data Mining/Management/Integration;Other;Bulk RNA-seq","May 02, 2013","No"
"CCBR-382","CCBR","382","Mouse APC metagemoic analysis","Frank Gonzalez","Frank Gonzalez","Li Jia","--","Completed","Data Analysis","Other","Jan 24, 2013","No"
"CCBR-378","CCBR","378","Identification of genes that correlate to survival of GBM male and female patients","Karlyne Reilly","Karlyne Reilly","Fathi Elloumi","--","Completed","Data Analysis","Data Mining/Management/Integration;Microarray","Jan 21, 2013","No"
"CCBR-676","CCBR","676","Effect of APOL1 rare variants on disease","Cheryl Winkler","Cheryl Winkler","George Nelson","--","Completed","Data Analysis","Other","Sep 13, 2012","No"
"CCBR-560","CCBR","560","ALDsuite","Cheryl Winkler","Cheryl Winkler","Randall Johnson","--","Completed","Data Analysis","Other","Aug 01, 2012","No"
"CCBR-583","CCBR","583","Mapping Noble rat nephroblastoma","Alan Perantoni","Alan Perantoni","George Nelson","James Lautenberger","Completed","Experimental Design","Other","May 22, 2011","No"
